timestamp,num_correspondences,reg_itr,fitness,inlier_rmse,translation_rmse,rotation_rmse
1667908110_000000000,246,30,0.019285042333019756,1.6652957292210713,75.00887856920087,0.9409816258183387
1667908110_100000000,240,30,0.018866441317506484,1.7229294624404126,5.53133695449618,0.04039027409283189
1667908110_200000000,627,30,0.0493739664540515,1.8220171591302745,1.1328386120712899,0.07108691847370047
1667908110_300000000,354,30,0.02791577951265673,1.85909578963461,5.108895764965314,0.047314822983140416
1667908110_400000000,662,30,0.052191737622201195,1.8433177065453128,6.910255223749229,0.043108448910053554
1667908110_500000000,394,30,0.03088984711877695,1.8298143996727882,5.023393898886077,0.05121346246241035
1667908110_600000000,308,20,0.024288305338695686,1.776367889198754,5.952664418786157,0.05980078503473578
1667908110_700000000,731,30,0.057900990099009904,2.035094476241485,6.300035610250152,0.03315808501804124
1667908110_800000000,475,28,0.03757614112807531,1.88220598064846,4.793022600873925,0.06818910435481348
1667908110_900000000,336,26,0.026772908366533864,1.852686124088066,5.51801569498719,0.053646710972595775
1667908111_000000000,356,15,0.028663446054750404,1.8072800620304685,5.367195922119069,0.05746289838392706
1667908111_100000000,406,30,0.03249559788698575,1.7810106206401788,5.233887264799014,0.0527745693380243
1667908111_200000000,426,16,0.034357609484635857,1.920876235260413,5.60017083352165,0.043766877656030996
1667908111_300000000,591,30,0.04750040186465199,1.9317206912302647,5.814805477712805,0.04056720826686636
1667908111_400000000,589,30,0.0472409367982034,1.709290655125031,6.090999730921813,0.04234270440910799
1667908111_500000000,634,30,0.05065920894926089,1.790210464894105,5.310395027575748,0.04069201752181212
1667908111_600000000,604,30,0.048432363082351056,1.7994388893342048,5.429949544751428,0.04010617507975846
1667908111_700000000,644,30,0.05196062610940778,1.8591031166872845,5.520825553844037,0.042314137059496756
1667908111_800000000,1193,30,0.09597747385358005,1.7757854311070014,6.709572604469262,0.059131081877967756
1667908111_900000000,801,30,0.06420327027893556,2.0016530355112105,4.884465203391705,0.029357449735153824
1667908112_000000000,810,30,0.06510730648661683,1.8739265962627083,4.717164515473123,0.030842272301496988
1667908112_100000000,817,30,0.06587116020317665,1.9101963198578171,3.890341622686139,0.026920506542845207
1667908112_200000000,1181,30,0.09513452553568552,1.6891916592572433,2.7135373018644486,0.01928042487652555
1667908112_300000000,1091,30,0.08909759085340956,1.9130709159295012,3.343408855343545,0.05719140893423334
1667908112_400000000,952,30,0.07824443165940659,1.7878433144359174,6.367082728355515,0.042132337535539015
1667908112_500000000,881,30,0.07226049868766404,1.8086805882421977,4.745568829067317,0.03994546407931884
1667908112_600000000,832,30,0.06883428476875983,1.983340914726244,5.207485280065655,0.03290409823478402
1667908112_700000000,802,29,0.06699523849302481,1.7882182540705738,3.8069350818286036,0.04096737456505161
1667908112_800000000,1031,30,0.08644977360389065,1.7516439402294444,5.672569303260021,0.04893630074701146
1667908112_900000000,1079,30,0.09058853160943665,1.8670837829821054,4.687325737289096,0.03648053269257994
1667908113_000000000,1094,30,0.09163246503057207,1.9024124784591523,4.711296194771918,0.03396237719183441
1667908113_100000000,1266,30,0.10565848773159739,1.914526136901221,4.488862497600532,0.03196925013552678
1667908113_200000000,1179,18,0.09807020462485444,1.8392234291461453,3.081363496754305,0.029770719757375802
