timestamp,num_correspondences,reg_itr,fitness,inlier_rmse,translation_rmse,rotation_rmse
1667908110_000000000,68,28,0.00533082470994042,0.5467270962038088,75.47023639335652,0.9400838360600361
1667908110_100000000,72,27,0.005659932395251945,0.5112572026811774,5.765089242878978,0.02474981680489378
1667908110_200000000,69,30,0.005433498700685093,0.4605586774288943,6.569434198419853,0.027080277938562627
1667908110_300000000,72,17,0.0056777856635912,0.5656365501652593,5.393661263968448,0.03191590361608454
1667908110_400000000,54,14,0.004257332071901609,0.4728436702352338,5.047838094650693,0.013455934492058862
1667908110_500000000,79,30,0.006193649549196394,0.4633876993176181,5.643361545222481,0.03062501090929039
1667908110_600000000,57,11,0.004494913650343033,0.4495081524715504,4.680934832459106,0.01260109176293773
1667908110_700000000,85,30,0.006732673267326733,0.5237604470429547,5.1051792144322,0.031233745439831914
1667908110_800000000,85,30,0.006724151570287161,0.4626214190687355,4.443091919576357,0.01766620805075665
1667908110_900000000,98,26,0.007808764940239044,0.5199805003243857,6.34474708875382,0.034815242870084695
1667908111_000000000,81,16,0.006521739130434782,0.510926662642759,2.9172861779075467,0.015148262445406593
1667908111_100000000,115,15,0.009204418120697935,0.5382435419875218,4.947463307519159,0.029400018930893432
1667908111_200000000,65,10,0.00524235825469796,0.4372950247153478,2.5729088308054857,0.018748240987447706
1667908111_300000000,66,11,0.00530461340620479,0.4084208527346506,2.971837852182601,0.015918076581082623
1667908111_400000000,104,30,0.008341353865896696,0.4738856995338062,3.352531588051586,0.009009689113474047
1667908111_500000000,127,30,0.010147822612864562,0.5509373401856713,4.662447573528108,0.029497746749449123
1667908111_600000000,108,30,0.008660091412076016,0.49559123417403517,1.6967020570265883,0.019543869951111303
1667908111_700000000,100,30,0.008068420203324189,0.47762378104550096,3.3789599277585327,0.010613165366445102
1667908111_800000000,96,18,0.0077232502011263075,0.5061031358248842,3.623623957961817,0.014724007923180281
1667908111_900000000,97,30,0.007774927861494069,0.47492298731994387,0.6852746638914956,0.02797999110620569
1667908112_000000000,86,30,0.006912627602282775,0.515097966710951,1.2215038821051094,0.02682871898833288
1667908112_100000000,127,19,0.01023945819559784,0.6057064483472916,3.716969836712174,0.03498081148392871
1667908112_200000000,149,30,0.01200257773481553,0.5746702943808273,1.8638478103280716,0.035039033293357454
1667908112_300000000,187,29,0.015271539403838302,0.6405332185362603,3.5488293144149643,0.029295033783061072
1667908112_400000000,154,30,0.012657187474315773,0.6009246567867215,1.827588367683499,0.035485144348283426
1667908112_500000000,145,30,0.011893044619422572,0.5404260234081655,1.3626974298900585,0.03411415952556031
1667908112_600000000,160,30,0.013237362455530735,0.5175863953208724,0.511494657405738,0.044927031396897285
1667908112_700000000,215,30,0.017960070169576476,0.6530876778221584,3.1918863222566536,0.03699921159848669
1667908112_800000000,139,16,0.011655207110514841,0.5672626088862207,1.8075966738418274,0.026184536875069105
1667908112_900000000,130,30,0.010914280916799596,0.5590354501136131,1.9141912636966032,0.019950478645548077
1667908113_000000000,154,23,0.01289890275567468,0.5549095697938575,1.5096261709346264,0.024022732246987085
1667908113_100000000,151,30,0.012602236688365883,0.5193340025057588,1.346006620487003,0.027733434949346443
1667908113_200000000,199,30,0.016552986191981367,0.5349478164040254,1.3416772120328346,0.02596899326055701
1667908113_300000000,188,30,0.014825329232710354,0.5498991834937582,1.554309103549736,0.02423056786039298
1667908113_400000000,181,22,0.014180507677843936,0.5408313300232661,1.9344457364639989,0.023363533338511173
1667908113_500000000,185,21,0.014550888784017618,0.5401386579701349,2.0103170514269686,0.02643509024215733
1667908113_600000000,183,30,0.014441287878787878,0.5300210745577507,1.9291779648414442,0.02293280372887967
1667908113_700000000,363,30,0.028670721112076455,0.5555533090700687,1.2080410614716341,0.04070550695056526
1667908113_800000000,176,12,0.013936178636471614,0.5579225868443656,1.7130157745278394,0.01884943325303243
1667908113_900000000,199,30,0.015629908890983348,0.5564788219509563,1.95739158422141,0.01736605213811008
1667908114_000000000,174,16,0.013771270280965572,0.529072825893768,1.5334817916019399,0.02188987508061088
1667908114_100000000,261,30,0.020770332643641573,0.584604968141708,1.826160187591316,0.021359092461910284
1667908114_200000000,207,30,0.016507177033492824,0.5775194616157853,1.0911886436216736,0.021412769318504218
1667908114_300000000,192,29,0.01518626908170529,0.5457096914302461,0.961106099001252,0.01996884843211006
1667908114_400000000,230,30,0.01819620253164557,0.589021719502375,1.2725464758050002,0.012893717103841516
1667908114_500000000,174,16,0.013697551759426907,0.5083603976435467,1.4199719696470667,0.023805953125653898
1667908114_600000000,193,21,0.01523163128403441,0.5452548021707221,1.5277450601735698,0.020085794491010264
1667908114_700000000,191,15,0.01502990242367013,0.5106454993490767,1.21442376070421,0.02367554420968344
1667908114_800000000,336,16,0.02683920440929787,0.5305539793744516,0.6230157560075515,0.030803994987282146
1667908114_900000000,393,20,0.031165741475019826,0.6153058252559157,0.4844503628197405,0.032323721609542125
1667908115_000000000,813,30,0.06381475667189952,0.6229996471409971,0.9107616735439873,0.03737512459172621
1667908115_100000000,336,30,0.026396417629036058,0.5851411758356626,0.9447373344339595,0.02197497176360087
1667908115_200000000,411,22,0.03219741480611046,0.593989770578478,1.0918345702661072,0.022251724037881608
1667908115_300000000,413,30,0.032374382691855455,0.6227520782881331,0.5225426139366598,0.0252403820375249
1667908115_400000000,956,30,0.07526373799401669,0.6170051968831877,0.6507069208106531,0.03272442846465658
1667908115_500000000,741,30,0.06258445945945947,0.6539343552674859,0.50041383360282,0.03533800608394564
1667908115_600000000,814,30,0.06866301138760017,0.6393017247693453,0.7029888781891978,0.027066772258557182
1667908115_700000000,1024,30,0.08698606863744479,0.637747663945589,0.5433713899765947,0.01612224100515838
1667908115_800000000,1571,30,0.13386162235855487,0.6081983150250344,0.5117011339402248,0.009394977987148532
1667908115_900000000,920,30,0.07841800204568701,0.6233854252189297,0.38324158972886424,0.02048543842549279
1667908116_000000000,446,30,0.037595886369383796,0.634774340034535,0.5864130638259747,0.027406194712268087
1667908116_100000000,1795,30,0.1525322909585316,0.5950877602507816,0.4111781291705615,0.007528274126687766
1667908116_200000000,1724,30,0.14638702555829158,0.5616361534070886,0.3056074754058973,0.005032725310047679
1667908116_300000000,1669,30,0.14092712995018153,0.539664260870815,0.290911964088917,0.0042942762050095454
1667908116_400000000,1711,30,0.14632686222526298,0.5400995290384302,0.23601259320844298,0.005227698123770614
1667908116_500000000,1853,30,0.15727380750297063,0.5385208297840672,0.22511679234935314,0.005410053397653022
1667908116_600000000,1823,30,0.1556257469694383,0.5355169003771181,0.23213730059828716,0.004293817870317156
1667908116_700000000,1938,30,0.1656127157750812,0.5678834846933004,0.3028750489261978,0.006471571250630061
1667908116_800000000,1890,30,0.16324062877871826,0.5578489885632888,0.1831998488731096,0.00638123237943201
1667908116_900000000,1941,30,0.16813929313929313,0.5464124436850433,0.23708103551199772,0.0055942773874227796
1667908117_000000000,1922,30,0.16715950600104365,0.5349001092264153,0.2524858884724856,0.005968010412332315
1667908117_100000000,2040,29,0.17719100147659167,0.5276260079838668,0.26686067824700094,0.00609729315853472
1667908117_200000000,2056,30,0.18069959571102126,0.5287392837675259,0.25328325801259594,0.007314161590351398
1667908117_300000000,2228,30,0.19456815998602742,0.539304346920113,0.2112015131703171,0.006055683952755337
1667908117_400000000,2152,29,0.18990469466996118,0.5236474041043876,0.273446563279866,0.008165591164114444
1667908117_500000000,2162,26,0.19158174568010633,0.5093130762213808,0.21580795654580023,0.007069887066689845
1667908117_600000000,2271,25,0.20384166591867875,0.5416620666982679,0.2565203143335747,0.007991311476271183
1667908117_700000000,2027,21,0.18137079455977093,0.5167843503406588,0.28713729220411954,0.007794277750312653
1667908117_800000000,2401,20,0.21740311481347338,0.5599283984787216,0.2554560825320825,0.008364049327235739
1667908117_900000000,2333,30,0.2123998543335761,0.5492217534416255,0.2848238542167789,0.008958950325130749
1667908118_000000000,2152,30,0.19705155205567257,0.5236829772898808,0.2833105629656885,0.008304331945850826
1667908118_100000000,2211,25,0.20134778253346688,0.5214638035590913,0.32899720828728984,0.009345853417847919
1667908118_200000000,2359,30,0.21772035071527457,0.5187501808842151,0.341738888250821,0.009202196832883818
1667908118_300000000,2654,27,0.24388899099430253,0.5437801260823875,0.25565163012809927,0.008077262371259554
1667908118_400000000,2587,29,0.239359733530718,0.5277298394941453,0.2083792587082016,0.0071195523606003884
1667908118_500000000,2521,29,0.2299343305363006,0.5210658306435427,0.2817636506846775,0.006731444490132151
1667908118_600000000,2583,21,0.23817427385892115,0.5158300864428054,0.21329526891708347,0.005353807067386788
1667908118_700000000,2684,20,0.24785298734878566,0.530294157793966,0.09803627590236995,0.005157855712862109
1667908118_800000000,2643,22,0.2462498835367558,0.5234632820533459,0.09342126101764449,0.005060686158487123
1667908118_900000000,2910,30,0.26924500370096227,0.5258299128136766,0.05440671501105501,0.003977943833459766
1667908119_000000000,2806,25,0.260176170607325,0.5265308742155232,0.054894109276035566,0.005263312840714454
1667908119_100000000,2997,24,0.2783246656760773,0.5341470788499108,0.1517390677055899,0.006791365186093855
1667908119_200000000,3002,21,0.27933376756304085,0.5223814287501848,0.20179587532039328,0.007359417100244685
1667908119_300000000,3075,17,0.28414341156902606,0.5108616417505741,0.1587721963831749,0.005754883623693836
1667908119_400000000,2787,27,0.25566461792496104,0.4639252315085784,0.20527266862328672,0.005217916432821664
1667908119_500000000,3117,21,0.28920022267582113,0.5095536539980716,0.20172385515324398,0.004384943253895154
1667908119_600000000,3124,28,0.28859122401847576,0.511787246191669,0.21575403114067884,0.003896208416663565
1667908119_700000000,2962,19,0.271867829279486,0.506221050896021,0.25619977489039597,0.0040727269637998815
1667908119_800000000,2881,21,0.2637795275590551,0.49229645399468924,0.2414157391050107,0.003992272329919705
1667908119_900000000,3182,27,0.2902225465158701,0.5174803418138413,0.4051283648057694,0.004957979835830173
1667908120_000000000,2926,30,0.26501222715333755,0.5043868130257367,0.6153722960257293,0.012066614584300755
1667908120_100000000,2899,30,0.264410798978475,0.4985580761210887,0.6375909789772879,0.01016633429633516
1667908120_200000000,3220,26,0.29009009009009007,0.5475020410364922,0.6131572056803211,0.009783786212717046
1667908120_300000000,3199,28,0.28677722994173016,0.5424676605276696,0.5418876713266113,0.009352636542457755
1667908120_400000000,3274,30,0.29594142637620896,0.5832157937963796,0.5713637506682282,0.01303947558160066
1667908120_500000000,3361,30,0.29417943107221006,0.550948211726868,0.5507202552036659,0.012342058644586854
1667908120_600000000,3334,30,0.29520099167699665,0.5847027221836741,0.5075477936186147,0.013164210832814145
1667908120_700000000,3483,30,0.30954496978314966,0.57948497987988,0.4318546065905099,0.011904039311626757
1667908120_800000000,3024,25,0.2726289217454021,0.5525162261096521,0.3410386586129411,0.0075935717353649975
1667908120_900000000,3126,18,0.2850889192886457,0.5204645416106637,0.2608490980502789,0.006681107743356851
1667908121_000000000,2968,23,0.2681604625948681,0.5276357422988718,0.24184694652551214,0.005747051995750392
1667908121_100000000,3395,21,0.30749026356308307,0.554328012202222,0.3441542875175168,0.010286127182357893
1667908121_200000000,3258,26,0.295215657847046,0.5429333313548781,0.22623553410773725,0.007758339226133928
1667908121_300000000,3068,21,0.28263473053892213,0.5217941227304617,0.16006929962643748,0.005045537258798089
1667908121_400000000,3148,21,0.2887543569987158,0.5415505810500325,0.19872798762540106,0.004843923087817557
1667908121_500000000,3079,25,0.2897064358298833,0.5211978201581728,0.16310421558401778,0.003936267792028766
1667908121_600000000,3116,24,0.29371288528607786,0.523447237547722,0.1362228343324432,0.0031632838373511097
1667908121_700000000,3201,22,0.3047990858884022,0.5392338073758117,0.17094996486395417,0.003999251165990473
1667908121_800000000,3065,29,0.2924618320610687,0.5310231427936187,0.16084557320308757,0.002891076996353979
1667908121_900000000,3102,29,0.2992186746406868,0.5263320300521012,0.12882206732025236,0.002432315261579408
1667908122_000000000,3088,30,0.2994279065257442,0.5309378012958241,0.1437300484787011,0.002109620901474467
1667908122_100000000,3116,26,0.30501174628034455,0.5160424598092348,0.12437359831217816,0.003873493063750445
1667908122_200000000,3143,20,0.30547186315482555,0.5075358973647174,0.1345887358303983,0.003926104624132688
1667908122_300000000,3242,25,0.3174074799295085,0.5092965065764562,0.13776006085769021,0.0021785800129762974
1667908122_400000000,3488,19,0.33870654496018643,0.5076064555454153,0.11800421156827243,0.0021802206636863646
1667908122_500000000,3516,23,0.34172417144523276,0.4798642549334442,0.14688239593465816,0.002321580884813715
1667908122_600000000,3518,17,0.34625984251968506,0.47588621367766665,0.12654138644646157,0.001190453473025622
1667908122_700000000,3476,18,0.34185680566483084,0.4745087796444317,0.13760267295204856,0.0013416401056881438
1667908122_800000000,3404,18,0.33746406265490236,0.470453102191459,0.13333814951924333,0.0019613423547474853
1667908122_900000000,3464,18,0.34192083703484355,0.4661470205586303,0.13937359765969487,0.0018984198469349425
1667908123_000000000,3376,18,0.33221806730958475,0.4691896831321101,0.1628425912974875,0.0011720116857962216
1667908123_100000000,3435,22,0.3376585078148039,0.4655221258504461,0.13113221362815633,0.0019786160332816854
1667908123_200000000,3191,24,0.3119867031677747,0.49793079479174696,0.1881016743931023,0.0021253843746009585
1667908123_300000000,3335,27,0.33029612756264237,0.4931541504827019,0.17036020495245233,0.003370207069633183
1667908123_400000000,3028,26,0.29732914375490965,0.4860939474218714,0.11153732599059595,0.003208163196576823
1667908123_500000000,2944,21,0.2929353233830846,0.4834303612868443,0.1633647388871275,0.002307832225278241
1667908123_600000000,2969,30,0.2936115506329114,0.4808033585860341,0.1650858638178534,0.0031035409720135258
1667908123_700000000,3203,20,0.31603354711396153,0.48403660619478966,0.2338989523773282,0.001930600445556803
1667908123_800000000,3160,18,0.31502342737513706,0.47865029571938056,0.21516285934036214,0.0024428641091677286
1667908123_900000000,2805,18,0.2805,0.46318389635207813,0.2045029558514543,0.002397336172228319
1667908124_000000000,2907,24,0.290090809300469,0.4811865963992258,0.2403607475299735,0.002333539068192791
1667908124_100000000,2826,25,0.27894580989043527,0.48747266537217515,0.25127655354250167,0.002410841921808675
1667908124_200000000,2786,30,0.27691084385249976,0.48100236893818166,0.28115775698846374,0.003050530178366124
1667908124_300000000,2821,24,0.28131232548863183,0.48273243346687195,0.2455201872752378,0.002446640169224042
1667908124_400000000,3014,23,0.3004685475027415,0.47083303427940465,0.2217769331342055,0.002803382132256807
1667908124_500000000,2812,30,0.2767716535433071,0.45600456983007015,0.23173142155285192,0.002341239676666873
1667908124_600000000,3020,22,0.2993655828707375,0.46301626550900093,0.2506795673178157,0.0032613118409274737
1667908124_700000000,2942,28,0.2898522167487685,0.4758357435636002,0.24681557192887785,0.0024842275625607257
1667908124_800000000,2964,26,0.29256736748593426,0.4798606588432976,0.1890289832769256,0.002369093841607088
1667908124_900000000,3083,21,0.30419338924518996,0.4842858518224767,0.14119062840824856,0.001672817908872247
1667908125_000000000,3009,22,0.2941636523609346,0.47131415375720004,0.15639596866823555,0.0022930532011446
1667908125_100000000,3084,23,0.302827965435978,0.4649550702006933,0.16083618194662969,0.002127180823117227
1667908125_200000000,2997,25,0.29550384539538554,0.465702481600978,0.1690519225295376,0.002168372033954847
1667908125_300000000,3054,30,0.30279595478881616,0.4644997108790774,0.18442109473542942,0.002238363919461526
1667908125_400000000,3144,30,0.30902299980342046,0.4846163470710685,0.11101993926364623,0.001758004957868943
1667908125_500000000,2987,18,0.29585974643423135,0.49947759461261654,0.13026748365500093,0.0020167017715744446
1667908125_600000000,3164,23,0.31404466501240696,0.4734710587408042,0.13949121077692547,0.0011457146097583154
1667908125_700000000,3033,30,0.302604010775217,0.46358320095388433,0.12074136886831136,0.0013549082565187432
1667908125_800000000,3098,23,0.30636867088607594,0.4819090592866051,0.08410846711987875,0.0012482839523799989
1667908125_900000000,3041,30,0.3015070394606385,0.4805882764267441,0.08407096414060206,0.0015016654963721026
1667908126_000000000,3039,23,0.30050430139424505,0.465035368857529,0.12345737370443577,0.002557513376494191
1667908126_100000000,2939,16,0.29203100158982515,0.4899563001428722,0.047903419877904134,0.000731184630804378
1667908126_200000000,2999,27,0.2957593688362919,0.4873748411264366,0.12884976459654152,0.00210437357838794
1667908126_300000000,2937,24,0.2906769596199525,0.500867552341605,0.07410325263994472,0.00029512568631216804
1667908126_400000000,2853,30,0.2818612922347362,0.47984484533413324,0.0999027109150215,0.0019192691312025323
1667908126_500000000,2639,30,0.2607707509881423,0.4676024903448455,0.12592215270068516,0.0014203909217376845
1667908126_600000000,2688,30,0.26521953626048345,0.5061468778160106,0.07822314217889065,0.0013636649361569572
1667908126_700000000,2723,25,0.2686199072703956,0.5153018144315539,0.09094056406920147,0.0008763048591798943
1667908126_800000000,2661,30,0.2606778996865204,0.5044925938638285,0.09136977889187282,0.0014476904930868417
1667908126_900000000,2704,25,0.2677757971875619,0.5083853056465605,0.08794759893588237,0.0012100802987516357
1667908127_000000000,2857,27,0.28078624078624076,0.498597360409078,0.08182570339871967,0.0006909530337830704
1667908127_100000000,2858,24,0.28255066732575385,0.4876739154691223,0.08415261560601263,0.0014005385228257879
1667908127_200000000,2735,23,0.26959093149334645,0.4565225550592999,0.10130495394890114,0.0013390893273743528
1667908127_300000000,2667,23,0.2637982195845697,0.4692249728960717,0.0939784555802008,0.001252527255263247
1667908127_400000000,2803,24,0.2755332743536813,0.4979183363811352,0.10912322640428734,0.001013526213955814
1667908127_500000000,2777,20,0.2746242088607595,0.4899067814750972,0.10740590556183512,0.000760092714785799
1667908127_600000000,2783,22,0.2730305111350927,0.4625255946299224,0.11762347473994045,0.0012387464003226836
1667908127_700000000,2754,20,0.27130331986996353,0.46501421718613195,0.08668596832826513,0.001355750964733766
1667908127_800000000,2779,17,0.27490355129092886,0.4978808747812756,0.12315042666670269,0.000455194517534608
1667908127_900000000,2794,18,0.2749729357346718,0.4982454793975192,0.10632073021185284,0.00022596919233440686
1667908128_000000000,2863,20,0.28414053195712585,0.5114738054603084,0.08463138011042103,0.0011819168857734898
