timestamp,num_correspondences,reg_itr,fitness,inlier_rmse,translation_rmse,rotation_rmse
1667908110_000000000,608,30,0.015363234365129501,1.623965144512108,75.95280039596925,0.9416551164499335
1667908110_100000000,574,27,0.014604111540810096,1.6170842127979885,6.228200246314001,0.024572655827048692
1667908110_200000000,664,28,0.01686135093956323,1.6495751775692662,6.8354713904094275,0.026006084820146984
1667908110_300000000,683,30,0.017375155816734083,1.618915626025807,6.700233844926328,0.02509653457260642
1667908110_400000000,708,30,0.018041893889200345,1.6128769936392418,6.586013264789575,0.023752399835559365
1667908110_500000000,743,30,0.018932348069817813,1.6565388670237975,6.584449261957652,0.024351221751613996
1667908110_600000000,642,30,0.01636377539316392,1.6540828724422028,3.129033090100475,0.02608102958966783
1667908110_700000000,801,30,0.020518994799805314,1.705017573805863,7.014138053868074,0.028820736745960994
1667908110_800000000,929,25,0.02371894707279087,1.7289175408181894,7.251942116879535,0.029008797462582836
1667908110_900000000,909,30,0.023412749517063746,1.755916918278407,7.109838130755158,0.028191769355004843
1667908111_000000000,948,25,0.024443069306930694,1.743897579087258,6.912581991949804,0.026933193426877708
1667908111_100000000,1032,30,0.026578073089700997,1.7434756696853895,6.982492724747724,0.02647310289276916
1667908111_200000000,1039,30,0.027141401739766462,1.7568277075980605,6.555783849186432,0.024785349213501517
1667908111_300000000,1071,30,0.027921891701645073,1.82197700353416,6.2510970435772695,0.026739646112567593
1667908111_400000000,1120,30,0.029158314024628363,1.7859804922903275,6.440909511108696,0.026978326552516026
1667908111_500000000,1163,30,0.030142027783537216,1.7543671161388932,5.745643574198909,0.02965805993397635
1667908111_600000000,1256,30,0.03265560813270241,1.7262829157157469,5.190519801528004,0.03521205222465945
1667908111_700000000,1453,30,0.03797302947940623,1.7991341918165806,4.55854169290525,0.026967703096223566
1667908111_800000000,2203,30,0.05711396868194545,1.57325886372361,0.9229832037040637,0.015344105476792354
1667908111_900000000,2336,30,0.06062336179378714,1.6245233987982146,1.0281143310692384,0.0161939532055969
1667908112_000000000,2450,30,0.06344191827645139,1.6283379447737603,1.0131216805014815,0.021207535433920826
1667908112_100000000,2599,30,0.06761889894890206,1.6870092874730651,1.0366126860496465,0.01968052309372965
1667908112_200000000,2739,30,0.07085575331125828,1.5675350397715184,0.9061622434690327,0.022583369148959084
1667908112_300000000,2907,30,0.07581764122893954,1.576614859749577,0.9040369120821234,0.016202620461339183
1667908112_400000000,3160,30,0.08230881433632006,1.5708732413872182,0.9739252737135612,0.0132547643859575
1667908112_500000000,3362,30,0.0875817333993279,1.5907843278244695,1.0497693342318961,0.010969672412291877
1667908112_600000000,3597,30,0.09413519667111565,1.6538686621753667,1.1822465843715018,0.010862231319103698
1667908112_700000000,3678,30,0.09703973405097356,1.6184321158967023,1.0806255019006423,0.009897079742566905
1667908112_800000000,3987,30,0.10532294280808348,1.6540779697245875,1.2091447808772309,0.009442965862928735
1667908112_900000000,4259,30,0.11295883725864629,1.6732089963415024,1.346038418473952,0.008632166305843712
1667908113_000000000,4509,30,0.11874226424038133,1.706463680875545,1.3836195193682705,0.007476339817460246
1667908113_100000000,2815,30,0.07434698782452526,1.8509424718532095,4.244832236824095,0.030444215568045444
1667908113_200000000,4886,30,0.12831219307229708,1.6332590940578011,1.2534247738927802,0.006420352322681755
1667908113_300000000,3332,30,0.08285671656636992,1.8258022645668222,3.6925687492704844,0.02917146425351542
1667908113_400000000,3522,30,0.08730355460810074,1.8004131851585947,3.814873604428248,0.03067149677687251
1667908113_500000000,3538,30,0.08788533671162779,1.8060226927260292,3.8117002368781208,0.030521048707233014
1667908113_600000000,6293,30,0.15534819422844307,1.6853542601129339,1.4272050771009632,0.01003418650236268
1667908113_700000000,6555,30,0.16242535371806627,1.674510136686518,1.442041117187762,0.011096782091570579
