timestamp,num_correspondences,reg_itr,fitness,inlier_rmse,translation_rmse,rotation_rmse
1667908110_000000000,79,23,0.006193164001254312,0.5596145241120828,75.38610514985665,0.9414276050385794
1667908110_100000000,73,22,0.005738542567408223,0.533688994067613,5.695162425367159,0.023775790201370748
1667908110_200000000,67,30,0.005276005984723207,0.4391296191559583,6.322364488276192,0.025732935992617768
1667908110_300000000,69,11,0.005441211260941566,0.5542949938485701,5.235592403895537,0.03122656979787402
1667908110_400000000,78,28,0.006149479659413435,0.5402677679499793,5.5287378992453835,0.030592437959557652
1667908110_500000000,52,14,0.0040768326146609175,0.4522697796781938,4.768732923243919,0.012974414061848929
1667908110_600000000,85,20,0.006702941408406277,0.5365031284273198,4.978246549596023,0.03295951512624741
1667908110_700000000,88,17,0.00697029702970297,0.5409787268972899,5.239959163069895,0.03255937685983739
1667908110_800000000,91,30,0.007198797563483902,0.4977069603239134,4.750542240455187,0.018408301707813393
1667908110_900000000,63,8,0.0050199203187251,0.5276971848908965,3.210063701215654,0.015047999646272858
1667908111_000000000,93,30,0.00748792270531401,0.4772259154965951,2.8689848027918616,0.014728563441078988
1667908111_100000000,131,18,0.01048503281575156,0.5771055542934385,4.783251760742451,0.03351536980160811
1667908111_200000000,85,30,0.006855391563835793,0.5053322507198994,2.9278187987401645,0.01681015475507561
1667908111_300000000,95,30,0.007635428387719016,0.44516031042237325,3.734968250829204,0.013556083665142344
1667908111_400000000,110,30,0.008822585819698428,0.49369104218460946,3.338601474918188,0.013852703020853637
1667908111_500000000,107,30,0.008549740311626048,0.48496598877927116,3.6279040090075236,0.008909009740795837
1667908111_600000000,102,30,0.008178975222516238,0.5004327539827375,1.7171779854436082,0.018982304625388524
1667908111_700000000,102,30,0.008229788607390673,0.447218190401607,3.156860536135395,0.012705714636084256
1667908111_800000000,90,28,0.007240547063555913,0.41175656931650223,3.4804071317112184,0.009365606589547073
1667908111_900000000,116,24,0.009297851875601153,0.5818119447140975,4.323988743222846,0.023118841444331493
1667908112_000000000,117,30,0.009404388714733543,0.5893637552663921,4.103952019394694,0.022053798872091027
1667908112_100000000,128,30,0.010320083850681287,0.5989625969518382,1.9639799496554087,0.03658357849315732
1667908112_200000000,193,22,0.015546963106170453,0.6480200610705533,4.897121330980625,0.026729511485020157
1667908112_300000000,150,30,0.012249897917517355,0.5836548554367772,2.282476781299773,0.03002419640421436
1667908112_400000000,146,30,0.011999671241883784,0.590078967906901,1.899881241640332,0.0347194015556732
1667908112_500000000,127,30,0.010416666666666666,0.5637932810801775,3.105074907558996,0.01358074443385262
1667908112_600000000,116,30,0.009597087780259783,0.6249684312550716,1.4944927560390022,0.01787641045933466
1667908112_700000000,189,30,0.01578815470720909,0.638590452932796,3.0573014980086426,0.030301540638605923
1667908112_800000000,137,14,0.011487506288780815,0.5929411138698047,2.7192244313018015,0.018712291634681896
1667908112_900000000,138,20,0.011585928973218034,0.5971829403356768,2.9410013283769256,0.015857586034305083
1667908113_000000000,158,21,0.01323393919088701,0.5944473168909489,2.3011905182210786,0.01926206806387229
1667908113_100000000,148,16,0.012351861125020864,0.5469906761884717,1.8747539033271161,0.02285102085653724
1667908113_200000000,193,29,0.016053901181167857,0.563949374015539,2.1329143627051144,0.021139634106029873
1667908113_300000000,187,30,0.01474647109849381,0.5506184954558908,1.5135221941475174,0.02367597822589406
1667908113_400000000,183,18,0.014337198370416797,0.5756123230320851,2.1465166385851826,0.021503408315775754
1667908113_500000000,170,25,0.013371086990718893,0.5329551529738409,1.7301760632326026,0.025366497056868716
1667908113_600000000,194,24,0.015309343434343434,0.5565768824686883,1.6360163845059859,0.02503971343904577
1667908113_700000000,173,21,0.013664007582339467,0.5485691661331406,1.6308679991715023,0.029335174288590234
